   #Date       Time       lat.     long.   depth  Mn   residue
2018-07-22 10:31:28.842 34.59483 46.32790 2.001 3.10 0.424
2018-07-22 10:46:09.964 34.60154 46.24932 7.908 3.90 0.365
2018-07-22 11:11:04.681 34.61630 46.29907 5.103 3.40 0.471
2018-07-22 11:21:12.419 34.60501 46.26652 5.423 3.30 0.246
2018-07-22 11:22:09.147 34.62472 46.32499 6.254 3.30 0.216
2018-07-22 11:49:09.997 34.62799 46.30694 6.834 3.10 0.370
2018-07-22 12:41:48.408 34.60403 46.22497 3.999 3.30 0.191
2018-07-22 12:57:55.193 34.57840 46.24054 7.931 3.30 0.171
2018-07-22 14:01:50.305 34.61913 46.28836 6.187 3.10 1.084
2018-07-22 14:24:11.423 34.58612 46.23854 8.131 3.40 0.586
2018-07-22 16:19:48.983 34.62446 46.30978 7.777 3.70 0.081
2018-07-22 16:48:49.333 34.59535 46.26704 8.000 4.00 0.103
2018-07-22 18:43:35.300 34.63027 46.27398 7.615 3.10 0.000
2018-07-22 19:08:56.696 34.59850 46.23825 6.182 3.70 0.574
2018-07-22 20:08:33.999 34.64639 46.27141 6.732 3.30 0.488
2018-07-22 20:49:56.361 34.59137 46.25105 9.354 3.10 0.320
2018-07-23 00:59:49.109 34.61822 46.26481 4.880 4.40 0.171
2018-07-23 01:13:45.836 34.62925 46.26135 5.997 3.30 0.186
2018-07-23 08:47:04.876 34.61537 46.29448 4.454 3.20 0.419
2018-07-23 11:22:51.714 34.62785 46.26746 4.375 3.10 0.272
2018-07-23 16:00:22.326 34.61021 46.21090 6.570 3.40 0.253
2018-07-23 17:51:58.752 34.37592 45.59645 5.226 3.30 0.561
2018-07-24 02:34:37.313 34.63415 46.30346 7.821 3.50 0.347
2018-07-24 07:37:40.974 34.60473 46.26880 6.275 3.30 0.182
2018-07-24 08:46:12.076 34.63751 46.31430 8.588 4.50 0.366
2018-07-24 16:27:51.968 34.64213 46.31302 8.481 3.60 0.279
2018-07-24 17:18:31.249 34.63114 46.32394 5.900 3.50 0.287
2018-07-24 19:58:31.502 34.77135 45.80046 7.599 4.40 0.500
2018-07-25 01:47:48.552 34.63243 46.31219 9.999 4.20 0.380
2018-07-26 07:30:12.298 34.62754 46.30900 6.449 3.20 0.215
2018-07-26 15:51:20.961 34.31182 45.62524 8.714 4.00 0.235
2018-07-27 04:00:33.635 34.57887 46.29365 5.471 3.60 0.188
2018-07-28 01:58:38.419 34.57624 46.29544 5.999 3.20 0.000
2018-07-29 10:33:31.174 34.60469 46.19462 3.853 3.30 0.219
2018-07-30 03:02:58.727 34.61296 46.30564 4.622 3.30 0.186
2018-07-31 00:32:03.578 34.60464 46.19899 4.416 3.30 0.194
2018-07-31 01:17:23.896 34.59929 46.25343 6.023 3.50 0.176
2018-08-01 07:48:19.228 34.59485 46.25895 5.578 3.30 0.319
2018-08-02 11:45:10.928 34.47955 45.64968 4.407 3.40 0.229
2018-08-03 07:23:53.275 34.66489 46.23700 5.676 3.10 0.298
2018-08-04 17:02:04.835 34.62614 46.33025 10.741 4.10 0.537
2018-08-05 13:59:26.726 34.62229 45.66262 2.001 3.40 0.280
2018-08-05 22:34:23.507 34.40541 45.77491 7.906 3.10 0.092
2018-08-08 13:11:42.953 34.60661 46.25278 4.912 3.50 0.555
2018-08-13 10:18:44.199 34.58975 45.79502 2.002 3.80 0.247
2018-08-15 02:32:26.035 34.60409 46.29839 4.449 3.70 0.338
2018-08-15 23:22:05.129 34.60733 46.24276 6.001 3.40 0.195
2018-08-16 06:03:09.377 34.63934 46.31211 4.766 3.20 0.324
2018-08-18 22:33:52.502 34.34895 46.09840 4.505 3.30 0.334
2018-08-19 14:57:52.871 34.61869 46.24748 8.000 3.20 0.154
2018-08-21 02:27:21.000 34.62601 46.26826 7.954 3.70 0.201
2018-08-22 16:10:20.937 35.27433 46.43443 6.002 3.30 0.143
2018-08-25 22:13:25.687 34.62335 46.21513 7.551 5.90 0.149
2018-08-25 22:40:37.887 34.60180 46.17604 7.254 3.70 0.104
2018-08-25 22:47:48.367 34.60726 46.16372 7.901 3.90 0.624
2018-08-25 23:07:24.357 34.60698 46.18467 2.904 3.10 0.614
2018-08-25 23:25:06.918 34.62172 46.23163 6.616 4.00 0.204
2018-08-25 23:27:49.703 34.60341 46.19136 3.810 3.20 0.250
2018-08-25 23:48:17.959 34.61869 46.24717 6.002 3.70 0.221
2018-08-26 00:04:47.586 34.59449 46.16406 5.996 3.10 0.000
2018-08-26 00:11:04.154 34.58152 46.20169 8.643 3.50 0.191
2018-08-26 00:21:48.309 34.61963 46.13724 4.613 3.30 0.944
2018-08-26 00:27:49.435 34.60294 46.21884 2.001 3.20 0.287
2018-08-26 00:53:51.131 34.61972 46.22782 4.262 3.90 0.192
2018-08-26 01:29:56.079 34.61330 46.23872 6.530 3.10 0.210
2018-08-26 01:44:05.018 34.59232 46.17615 2.001 3.20 0.437
2018-08-26 03:03:25.016 34.61992 46.25999 7.015 3.20 0.162
2018-08-26 03:34:27.369 34.61808 46.26701 6.461 3.30 0.199
2018-08-26 03:42:12.320 34.61929 46.16386 4.570 3.30 0.423
2018-08-26 04:17:08.159 34.62283 46.27573 7.392 3.60 0.259
2018-08-26 04:48:59.640 34.63147 46.28574 6.451 3.40 0.262
2018-08-26 05:18:29.255 34.62196 46.20649 8.610 4.00 0.079
2018-08-26 06:17:16.710 34.62519 46.29285 2.001 3.60 0.389
2018-08-26 06:54:05.040 34.61571 46.21859 6.590 3.30 0.510
2018-08-26 07:59:18.533 34.60327 46.19929 5.072 3.50 0.350
2018-08-26 08:25:03.883 34.62075 46.24535 9.547 4.00 0.000
2018-08-26 08:41:53.331 34.62289 46.18571 6.830 3.60 0.369
2018-08-26 08:59:26.617 34.62585 46.21879 5.508 3.10 0.146
2018-08-26 09:23:34.040 34.60398 46.19299 7.583 4.10 0.571
2018-08-26 12:33:29.707 34.61994 46.16077 5.392 3.70 0.049
2018-08-26 14:08:47.392 34.60850 46.23088 4.271 3.20 0.356
2018-08-26 15:01:05.861 34.62356 46.21426 7.997 3.20 0.102
2018-08-26 15:31:30.219 34.58360 46.18986 5.713 3.10 0.436
2018-08-26 15:51:41.577 34.62829 46.23183 7.212 3.70 0.147
2018-08-26 17:38:41.282 34.61199 46.20193 6.000 3.80 0.155
2018-08-26 17:58:07.002 34.62059 46.30838 5.425 3.60 0.579
2018-08-26 18:44:45.293 34.60032 46.17922 6.001 3.80 0.000
2018-08-26 19:30:50.530 34.58620 46.19173 7.965 3.40 0.125
2018-08-26 20:20:15.271 34.61202 46.17810 7.111 3.10 0.038
2018-08-27 01:52:56.245 34.60020 46.21747 4.113 3.60 0.673
2018-08-27 04:25:17.744 34.57975 46.15814 2.442 3.40 0.118
2018-08-27 05:16:53.112 34.60613 46.25110 5.672 3.50 0.208
2018-08-27 15:28:40.520 34.59785 46.23169 8.001 3.70 0.790
2018-08-27 20:24:08.139 34.62808 46.28965 7.330 3.50 0.227
2018-08-28 02:10:54.481 34.59400 46.21062 5.365 3.40 0.422
2018-08-28 03:43:05.358 34.60370 46.20545 8.296 3.40 0.362
2018-08-28 10:26:57.427 34.61056 46.26035 6.080 3.50 0.238
2018-08-28 16:01:04.047 34.61377 46.22392 6.676 3.30 0.770
2018-08-29 05:34:36.296 34.61739 46.28584 6.921 4.60 0.090
2018-08-29 17:43:55.616 34.60463 46.25027 8.004 3.20 0.690
2018-08-29 18:55:41.914 34.60743 46.19196 4.341 3.80 0.085
2018-08-30 01:10:04.056 34.65942 46.30985 6.786 3.80 0.336
2018-08-30 10:11:07.351 34.63083 46.23152 4.994 3.30 0.306
2018-08-30 21:24:20.695 34.61591 46.30501 2.749 3.10 0.135
2018-08-31 00:28:32.257 34.62143 46.19464 6.915 3.10 0.088
2018-08-31 21:05:43.897 34.61100 46.11594 5.034 4.90 0.236
2018-09-01 05:31:12.124 34.38057 45.61778 8.388 4.50 0.291
2018-09-02 22:26:45.089 34.62803 46.29083 5.782 3.70 0.242
2018-09-03 08:25:21.923 34.39538 45.68584 8.612 3.70 0.056
2018-09-05 20:30:51.715 34.60693 46.18494 6.722 3.40 0.610
2018-09-05 22:08:04.736 34.63993 46.34299 2.740 3.10 0.452
2018-09-08 04:04:21.376 34.44486 45.73653 2.001 3.10 0.381
2018-09-08 17:50:25.346 34.64515 46.33673 6.002 3.40 0.296
2018-09-09 23:53:55.778 34.45090 45.76848 6.822 4.00 0.132
2018-09-10 02:53:47.409 34.67397 46.32154 7.682 3.50 0.637
2018-09-10 10:56:53.788 34.49903 45.99261 2.002 3.60 0.183
2018-09-10 22:28:00.344 34.62252 46.23070 5.689 3.40 0.406
2018-09-11 00:24:16.967 34.64248 46.31215 2.056 3.20 0.269
2018-09-12 01:10:54.114 34.63253 46.24483 4.405 3.10 0.348
2018-09-12 02:45:54.330 34.66250 46.31734 9.034 3.10 0.571
2018-09-12 06:56:45.680 35.15079 45.92765 2.001 3.10 0.215
2018-09-13 17:05:10.896 34.61200 46.17835 7.226 4.10 0.095
2018-09-16 15:03:44.571 35.41888 45.43581 29.999 3.70 0.268
2018-09-16 16:42:14.523 34.56717 46.11226 2.744 3.20 0.268
2018-09-17 09:26:21.197 35.42552 45.45308 2.002 3.20 0.875
2018-09-20 12:57:44.990 34.58989 46.23039 7.162 3.40 0.362
2018-09-20 17:41:31.282 34.63808 46.22673 5.499 3.20 0.355
2018-09-22 21:46:19.406 35.02865 45.61303 29.997 3.30 0.163
2018-09-24 18:11:24.385 34.63149 46.30254 8.504 3.40 0.135
2018-09-24 18:36:22.199 34.58147 46.17520 6.003 3.30 0.158
2018-09-27 22:04:42.769 34.58753 46.16596 6.936 3.50 0.286
2018-09-28 11:25:37.638 34.63608 46.22836 2.708 3.70 0.227
2018-09-30 23:49:24.804 34.60535 46.25018 9.306 4.40 0.193
2018-10-01 20:20:49.527 34.57662 46.17251 5.620 3.30 0.466
2018-10-02 09:34:07.953 34.43266 45.89167 7.592 3.10 0.280
2018-10-05 16:17:21.441 34.58731 46.28426 3.440 3.30 0.195
2018-10-09 09:42:18.609 34.67064 45.56536 6.001 3.10 0.111
2018-10-13 19:20:55.308 34.44617 45.81851 6.785 3.50 0.258
2018-10-15 00:34:28.080 34.60904 46.24771 5.507 3.10 0.517
2018-10-16 11:18:30.235 34.65273 45.55214 5.998 3.40 0.540
2018-10-17 03:16:56.776 34.48161 45.60354 7.077 4.80 0.103
2018-10-18 01:04:54.399 35.28593 46.26464 2.004 3.10 0.036
2018-10-18 13:08:08.607 34.61263 46.24747 4.838 3.20 0.174
2018-10-20 11:33:36.811 34.63665 46.17849 4.312 3.70 0.183
2018-10-20 23:50:43.444 34.64198 46.25722 6.753 3.10 0.657
2018-10-28 07:01:45.822 34.60825 46.26447 6.705 3.50 0.380
2018-11-01 15:30:46.687 34.33606 45.77540 2.001 3.10 0.808
2018-11-02 13:08:09.742 34.53637 46.32061 2.001 3.10 0.409
2018-11-05 20:32:08.440 34.61816 46.28173 8.624 4.40 0.356
2018-11-15 19:45:03.944 34.63197 46.30952 7.270 3.80 0.300
2018-11-17 15:45:08.643 34.50300 45.39502 12.327 3.30 0.000
2018-11-17 19:19:04.925 34.60051 46.28329 5.182 4.10 0.580
2018-11-19 22:37:42.048 34.56009 46.12961 2.002 4.00 0.950
2018-11-21 07:47:03.488 34.54850 45.79162 3.772 6.50 0.460
2018-11-23 13:03:30.671 34.63286 45.52771 9.317 6.50 0.153
2018-11-25 13:46:59.256 34.36086 45.71226 5.869 5.0  0.306
2018-11-25 16:37:32.885 34.38148 45.70715 6.537 16.4 0.320
2018-11-25 16:41:09.575 34.26809 45.53636 8.275 4.40 0.312
2018-11-25 17:01:47.296 34.32962 45.67561 2.898 3.70 0.299
2018-11-25 17:09:37.107 34.35606 45.65516 6.846 5.20 0.797
2018-11-25 17:21:06.263 34.35571 45.66567 2.003 4.00 0.284
2018-11-25 17:26:58.506 34.24498 45.53382 5.506 4.00 0.235
2018-11-25 17:27:50.935 34.37551 45.68140 2.003 3.70 0.203
2018-11-25 17:31:20.320 34.38557 45.74425 4.163 4.00 0.587
2018-11-25 17:35:31.514 34.38054 45.64037 5.131 3.10 0.777
2018-11-25 17:45:33.219 34.29262 45.62848 6.445 3.10 0.286
2018-11-25 17:46:57.861 34.21967 45.60566 3.929 3.20 0.344
2018-11-25 17:48:11.706 34.22328 45.62148 2.379 3.40 0.637
2018-11-25 17:55:17.227 34.30260 45.64916 4.219 3.40 0.263
2018-11-25 17:59:30.075 34.33179 45.68319 8.572 3.60 0.342
2018-11-25 18:01:18.646 34.26440 45.65702 2.001 3.20 0.505
2018-11-25 18:34:39.044 34.17586 45.61950 6.003 3.40 0.683
2018-11-25 18:44:30.592 34.32224 45.62871 7.556 3.40 0.226
2018-11-25 19:28:00.114 34.16559 45.55471 2.002 3.20 0.509
2018-11-25 19:29:19.980 34.37965 45.71728 2.001 3.10 0.437
2018-11-25 20:39:02.970 34.16715 45.63242 2.003 3.10 0.341
2018-11-25 20:42:42.116 34.16864 45.60265 8.070 4.30 0.261
2018-11-25 20:55:33.082 34.37614 45.67023 2.002 3.30 0.308
2018-11-25 20:56:38.809 34.17146 45.58078 7.998 4.10 1.197
2018-11-25 21:58:46.761 34.33512 45.64842 2.002 3.60 0.251
2018-11-25 22:17:00.281 34.19862 45.65975 2.002 3.40 0.593
2018-11-25 22:22:56.691 34.20169 45.66590 2.005 3.20 0.848
2018-11-25 22:28:20.220 34.26379 45.59138 9.666 3.80 0.303
2018-11-25 23:00:47.453 34.25682 45.66913 3.229 4.70 0.253
2018-11-26 00:11:00.049 34.32178 45.63829 6.000 3.40 0.346
2018-11-26 00:38:36.788 34.37834 45.71177 6.835 5.30 0.338
2018-11-26 00:41:59.772 34.38270 45.76520 2.513 3.30 0.376
2018-11-26 01:07:13.640 34.31260 45.66450 6.995 3.10 0.432
2018-11-26 01:19:42.931 34.35446 45.67014 6.534 4.60 0.035
2018-11-26 10:44:37.549 34.20728 45.58247 3.962 3.20 0.719
2018-11-26 12:49:14.361 34.21262 45.56379 8.001 3.10 0.327
2018-11-26 18:16:49.067 34.31124 45.66606 3.678 3.60 0.285
2018-11-26 18:42:58.394 34.38110 45.64970 4.757 3.10 0.364
2018-11-26 20:20:48.208 34.22886 45.62461 2.001 3.30 0.463
2018-11-27 06:14:52.659 34.37692 45.76087 8.002 3.20 0.667
2018-11-27 06:36:34.913 34.37275 45.68757 7.588 4.30 0.414
2018-11-27 09:37:19.349 34.31332 45.64780 8.002 3.50 0.451
2018-11-27 11:11:46.901 34.21326 45.60955 4.451 3.80 0.556
2018-11-27 12:05:55.431 34.23000 45.58062 4.278 3.50 0.433
2018-11-27 13:03:06.308 34.30199 45.62829 10.662 3.10 0.269
2018-11-27 14:04:46.495 34.38071 45.69779 7.633 3.10 0.113
2018-11-27 20:59:02.611 34.21338 45.56779 8.001 3.30 0.466
2018-11-27 23:50:12.024 34.32585 45.68954 5.717 4.10 0.270
2018-11-28 07:07:07.478 34.30670 45.59726 12.535 3.20 0.210
2018-11-28 14:10:53.979 34.43506 45.75025 8.004 3.10 0.171
2018-11-29 04:18:04.338 34.36842 45.69177 8.345 3.30 0.038
2018-11-29 13:16:23.699 34.18185 45.66356 6.959 4.20 0.182
2018-11-30 06:46:34.576 34.18102 45.60092 6.000 3.70 0.283
2018-11-30 08:28:20.374 34.20370 45.57261 9.164 3.60 0.102
2018-12-01 02:13:43.186 34.37033 45.73846 10.833 3.70 0.535
2018-12-01 18:39:49.178 34.24297 45.59686 6.701 3.20 0.344
2018-12-04 15:31:27.657 34.35126 45.70404 2.002 3.10 0.251
2018-12-04 17:23:18.032 34.16212 45.60724 7.042 3.80 0.302
2018-12-04 17:32:32.439 34.15626 45.57076 10.488 3.70 0.204
2018-12-06 06:15:06.484 34.33196 45.63286 7.996 3.60 0.204
2018-12-09 03:24:11.883 34.35467 45.73428 4.810 4.50 0.501
2018-12-23 02:48:29.877 34.41967 45.46612 7.626 3.20 0.368
2018-12-26 01:28:46.257 34.31249 45.60970 8.127 3.50 0.477
2018-12-27 22:57:03.742 34.47844 45.70570 4.578 4.00 0.254
2019-01-04 09:39:09.982 34.32825 45.59399 8.999 3.30 0.345
2019-01-04 17:17:34.898 34.34541 45.64476 2.992 3.90 0.507
2019-01-04 22:01:17.592 34.28164 45.57114 4.909 3.90 0.192
2019-01-05 19:19:09.633 34.61048 46.22060 8.558 3.90 0.261
2019-01-06 13:42:00.212 34.16101 45.65665 7.545 5.80 0.213
2019-01-06 13:46:49.326 34.15139 45.59672 2.652 4.20 0.175
2019-01-06 13:54:22.855 34.24019 45.64632 7.998 3.80 0.777
2019-01-06 13:55:08.028 34.17165 45.60950 2.002 4.30 0.246
2019-01-06 14:03:56.091 34.14638 45.62828 3.210 3.40 0.431
2019-01-06 14:07:29.907 34.22201 45.58581 8.002 3.30 0.159
2019-01-06 14:15:09.292 34.10760 45.63684 9.017 4.70 0.557
2019-01-06 14:22:30.498 34.11352 45.56606 4.002 3.60 0.119
2019-01-06 14:29:26.202 34.14330 45.63346 2.601 4.10 0.435
2019-01-06 14:52:24.496 34.20310 45.61887 4.681 3.40 0.483
2019-01-06 15:05:26.311 34.12473 45.55136 4.211 3.10 0.565
2019-01-06 18:00:23.290 34.07431 45.51214 2.001 3.10 0.532
2019-01-06 21:09:31.351 34.12312 45.55301 5.663 3.10 0.951
2019-01-07 00:00:44.740 34.12840 45.58896 2.944 3.10 0.516
2019-01-07 18:47:14.950 34.12375 45.57864 2.741 3.10 0.491
2019-01-09 12:13:33.492 34.10128 45.58564 2.001 3.50 0.306
2019-01-09 14:48:00.439 34.11702 45.60680 4.531 3.40 0.560
2019-01-14 18:17:59.592 34.12333 45.59264 4.321 4.50 0.798
2019-01-15 00:56:22.138 34.08804 45.56865 7.471 4.00 0.217
2019-01-15 05:56:47.792 34.15536 45.54780 5.999 3.80 0.412
2019-01-15 10:26:28.853 34.63927 45.50062 6.003 3.60 0.347
2019-01-15 17:07:01.649 34.12226 45.59676 8.334 4.00 0.213
2019-01-16 00:50:01.405 34.62300 45.48037 14.813 3.30 0.505
2019-01-17 10:10:58.965 34.59075 46.28607 2.001 3.20 0.389
2019-01-18 19:31:44.126 34.15071 45.61243 5.147 3.60 0.482
2019-01-18 23:56:41.926 34.17181 45.57467 8.390 3.60 0.361
2019-01-20 10:31:12.813 34.14253 45.60733 2.879 3.20 0.356
2019-01-21 01:08:22.589 34.52896 45.51061 9.057 3.10 0.152
2019-01-23 05:04:04.540 34.32607 45.64410 6.864 3.50 0.096
2019-01-23 09:45:20.513 34.24416 45.61853 5.484 3.60 0.239
2019-01-23 14:52:16.585 34.27972 45.68166 3.384 3.80 0.198
2019-01-24 05:53:19.589 34.13470 45.61521 2.975 3.30 0.713
2019-01-29 05:18:27.505 34.55825 45.16420 29.996 3.90 1.159
2019-01-29 05:29:56.331 34.51655 45.04717 2.000 3.40 0.351
2019-01-29 05:47:01.071 34.58105 45.18339 10.000 3.40 0.278
2019-01-29 05:51:35.054 34.59213 45.23449 7.245 3.30 0.206
2019-01-29 06:00:25.897 34.45396 45.19536 29.999 3.50 0.318
2019-01-29 06:02:40.138 34.58110 45.27742 2.606 3.60 0.145
2019-01-29 06:07:19.840 34.54829 45.06956 6.001 3.20 0.517
2019-02-01 19:13:26.647 34.87592 45.89864 13.731 3.40 0.465
2019-02-03 01:00:24.159 34.17977 45.62776 4.330 3.40 0.464
2019-02-05 19:21:29.693 34.20642 45.52034 2.001 3.20 0.537
2019-02-06 14:34:44.327 34.52591 46.06703 2.001 3.60 0.449
2019-02-06 23:08:25.391 34.09899 45.51320 2.073 3.30 0.119
2019-02-07 05:37:14.535 34.24754 45.68361 2.002 3.70 0.435
2019-02-07 23:22:38.602 34.55038 45.18309 6.175 4.10 0.266
2019-02-16 06:01:21.070 34.66164 45.65857 2.002 3.40 0.231
2019-02-21 09:01:36.420 34.86193 46.07497 4.049 4.20 0.265
2019-03-09 07:58:08.583 34.61564 46.28356 7.969 3.40 1.069
2019-03-12 12:05:17.995 34.20973 45.53943 6.399 3.80 0.734
2019-03-12 12:06:06.502 34.23402 45.56596 2.002 4.50 0.184
2019-03-16 08:29:43.324 34.68470 45.55170 2.002 3.30 0.997
2019-03-18 20:30:41.245 34.30640 45.53214 2.000 3.10 0.365
2019-04-01 14:36:58.390 34.14151 45.58014 6.390 3.30 0.259
2019-04-15 06:34:32.711 34.50368 45.71640 3.026 4.30 0.172
2019-04-23 02:59:36.650 34.35503 45.67640 8.263 3.70 0.126
2019-04-25 04:50:43.563 34.59144 45.63287 6.000 3.50 0.500
2019-05-05 03:06:50.482 34.18638 45.63409 4.340 3.30 0.247
2019-05-06 07:42:16.674 34.32880 45.64793 25.402 3.40 1.016
2019-05-11 10:28:59.539 34.86696 45.75845 4.003 5.10 0.321
2019-05-13 21:42:05.942 34.37824 45.62075 7.151 3.40 0.247
2019-05-20 03:59:42.366 34.55690 45.78469 7.042 3.20 0.237
2019-05-25 10:20:45.168 34.64383 46.35703 8.110 4.10 0.510
2019-05-25 18:26:43.151 34.85888 45.84994 8.688 4.00 0.128
2019-05-25 18:31:17.875 34.85326 45.85351 2.013 3.20 0.195
2019-05-27 20:55:35.239 34.60012 46.15566 3.998 3.80 0.425
2019-05-28 17:38:58.490 34.40467 45.53487 3.482 3.20 0.625
2019-05-30 21:04:01.946 34.46009 45.65054 2.996 3.10 0.000
2019-06-05 03:33:06.799 34.41361 45.62848 7.080 4.50 0.746
2019-06-05 03:36:17.097 34.44325 45.63181 6.538 4.80 0.300
2019-06-12 18:02:59.311 34.43456 45.65881 2.001 3.50 0.206
2019-06-23 16:52:01.072 34.44750 45.63141 4.699 4.30 0.337
2019-06-29 05:37:00.327 34.82400 46.08995 2.001 3.10 0.115
2019-07-01 09:43:42.085 34.66833 46.33049 9.708 3.10 0.671
2019-07-03 06:18:36.728 34.34835 45.85312 2.001 3.10 0.709
2019-07-10 21:29:30.081 34.34109 45.58857 10.124 3.80 0.510
2019-07-17 15:19:34.871 34.43993 45.65635 4.715 4.20 0.563
2019-07-29 20:47:10.992 34.53720 45.63658 9.157 4.40 0.292
2019-08-02 23:19:15.636 34.59700 45.82179 6.366 3.40 0.430
2019-08-03 00:26:06.841 34.59715 46.22318 4.493 4.10 0.152
2019-08-03 08:17:36.877 35.04749 45.85703 11.038 3.50 0.257
2019-08-07 16:54:32.497 34.57771 45.34396 9.208 3.40 0.230
2019-08-09 06:01:40.264 34.58565 46.17361 2.002 3.30 0.230
2019-08-12 04:52:14.759 35.24571 45.74792 8.004 3.80 0.505
2019-08-29 16:45:32.200 34.48093 45.86821 6.000 3.60 0.520
2019-09-09 22:40:55.330 34.43744 45.66154 2.002 3.80 0.379
2019-09-17 19:29:55.598 35.36754 46.36125 3.822 4.40 0.241
2019-09-17 21:46:47.893 35.32735 46.35305 6.001 3.30 0.227
2019-09-21 22:39:49.830 34.22728 45.55237 13.453 3.40 0.211
2019-09-24 10:35:16.126 34.40078 45.74066 5.791 3.70 0.223
2019-09-27 00:04:24.363 34.63246 46.32013 9.114 4.00 0.587
2019-10-17 11:48:55.815 34.60334 46.25869 3.002 3.30 0.262
2019-11-02 04:42:52.469 34.88145 46.22288 11.466 3.50 0.182
2019-11-08 18:22:31.786 34.51654 45.83778 8.192 3.60 0.690
2019-11-14 01:23:51.112 33.93289 45.63339 2.001 3.20 0.091
2019-11-20 21:47:41.070 34.11935 45.80880 7.380 3.40 0.727
2019-11-26 21:09:05.011 34.42142 45.71058 5.998 3.50 0.533
2019-11-27 07:18:57.260 34.16344 45.58818 7.545 3.40 0.498
